Avg Threads Running,1,1,1.8,2.3,2.7,3.3000000000000003,4.5,4.888888888888889,5.375,6,6.833333333333333,8,7.75,8.333333333333332,11.666666666666666,14,21,21,21,21,21,21,21,21,27,27,56,56,50,50,50,50.33333333333333,50.33333333333333,46.75,46.75,43.8,40.75,40.75,39.666666666666664,39.666666666666664,39.666666666666664,34,34,32,32,19,19,19,19,33.5,41.333333333333336,41.333333333333336,41.333333333333336,41.333333333333336,41.333333333333336,52.5,52.5,52.5,52.5,57,44,44,44,44,44,44,44,44,44,44
Peak Threads Connected,1,1,9,9,9,9,13,13,13,13,13,13,13,13,15,15,27,27,27,27,27,27,27,27,27,27,56,56,56,56,56,56,56,56,56,56,51,51,51,51,51,36,36,32,32,19,19,19,19,48,57,57,57,57,57,57,57,57,57,57,44,44,44,44,44,44,44,44,44,44
Peak Threads Running,1,1,2,2,2,2,2,2,2,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,5,5,25,25,25,25,25,29,29,29,29,29,29,29,29,29,29,23,23,15,15,6,6,6,6,20,33,33,33,33,33,33,33,33,33,33,21,21,21,21,21,21,21,21,21,21
Questions,38.55555555555556,40,45.77777777777778,180.22222222222223,317.55555555555554,431.2222222222223,603.4444444444445,581.33835,584.2807428571429,586.4884666666666,592.8961200000001,597.74015,474.96493333333336,348.2016,1270.872602284067,1230.7020825539344,432.8172180451127,545.0477944862156,447.8,447.8,447.8,576.1356641604009,463.9050877192982,351.6745112781955,428.05555555555554,539.1666666666667,446,810.3713456147377,924.5483580296356,1125.4649499284692,1125.4649499284692,1130.2558398220244,1135.758270084491,943.2283140006682,796.7282282282283,685.1416416416416,573.555055055055,474.9727,360.2727,800.2768864377036,793.8392141138733,905.6475541299117,937.1775060144346,825.369165998396,713.5608259823578,183,183,183,149.70645645645646
Threads Created,0,0,0,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.22222222222222224,0.21555,0.21777142857142856,0.2207333333333333,0.22488000000000002,0.2311,0.12073333333333333,0.1311,3.437188158332409,3.7411148522259636,1.9330827067669172,2.434335839598998,2,2,2,2.5731829573934832,2.071929824561403,1.5706766917293233,0,0,0,1.7054465358430115,1.94573488185823,2.8612303290414878,2.8612303290414878,2.558398220244716,3.293713303737649,2.735374003532388,1.9654654654654657,1.6901901901901901,1.414914914914915,0.62115,0.47115,5.664765605414891,5.836006415396953,6.657979149959902,6.889775461106654,6.067802726543705,5.245829991980754,1.6,1.6,1.6,1.308908908908909
Created Tmp Disk Tables,9.222222222222223,9.222222222222223,9,9.222222222222223,8.88888888888889,8.88888888888889,9,7.8675749999999995,6.968685714285714,5.849433333333333,4.947360000000001,4.04425,3.139066666666667,2.4909,9.202794101341611,9.103379473749843,3.286240601503759,4.138370927318297,3.4,3.4,3.4,4.374411027568922,3.522280701754385,2.67015037593985,3.455156950672646,4.352017937219731,3.6,6.395424509411294,7.296505806968362,9.298998569384835,9.298998569384835,9.232480533926585,9.308320206215095,7.730404792591531,6.789789789789791,5.838838838838838,4.887887887887888,3.7268999999999997,2.8268999999999997,6.179744296816244,6.547714514835606,7.469927826784281,7.729991980753807,6.807778668805132,5.885565356856455,2,2,2,1.6361361361361362
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17165956380045122,0.9963913392141139,1.1367281475541298,1.1763031275060143,1.0359663191659982,0.8956295108259823,1.2,1.2,1.2,0.9816816816816818
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,0,1.3333333333333335,2.666666666666667,2.7777777777777777,4.777777777777778,4.634325,4.682085714285714,4.7457666666666665,4.83492,4.968649999999999,3.7427333333333337,2.4909,23.505931921499055,24.19254271106123,7.732330827067669,9.737343358395991,8,8,8,10.292731829573933,8.287719298245612,6.282706766917293,5.374688589935227,6.769805680119582,5.6,13.50145174209051,15.403734481377654,19.313304721030043,19.313304721030043,21.134593993325915,23.199198052413003,19.266547329228125,16.974474474474473,14.597097097097096,12.21971971971972,11.38775,8.63775,15.277701178240159,14.803528468323979,16.888532477947074,17.476503608660785,15.39149959903769,13.306495589414595,3,3,3,2.454204204204204
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,29.555555555555554,30.555555555555554,29.555555555555554,30.888888888888893,29.333333333333336,28.333333333333336,28.666666666666668,24.788249999999998,22.648228571428568,18.320866666666667,15.291840000000002,12.4794,9.055,7.3416,30.602062312894997,30.17832647462277,8.89218045112782,11.19794486215539,9.2,9.2,9.2,11.836641604010023,9.530877192982455,7.225112781954887,11.13328350772297,14.023168908819134,11.6,20.607478974769723,23.510963155786946,30.185979971387695,30.185979971387695,30.14460511679644,30.50264929113562,25.331941858799944,22.513513513513512,19.36036036036036,16.207207207207208,12.423,9.423,19.56919027325144,21.920609462710505,25.008019246190855,25.878668805132314,22.79125902165196,19.703849238171614,8,8,8,6.544544544544545
Sort Rows,55.55555555555556,55.55555555555556,50,55.55555555555556,44.44444444444444,50,55.55555555555556,48.49875,43.55428571428571,33.11,28.110000000000003,23.11,18.11,19.665,55.438518682780796,49.88153136301285,19.33082706766917,24.343358395989977,20,20,20,25.731829573934835,20.71929824561403,15.706766917293233,19.195316392625813,24.177877428998507,20,35.53013616339608,40.53614337204645,57.22460658082976,57.22460658082976,55.617352614015566,57.2819704997852,47.57172180056327,44.669669669669666,38.41341341341341,32.15715715715716,20.705000000000002,15.705000000000002,34.33191276009025,35.58540497193264,40.59743384121892,42.01082598235765,36.99879711307137,31.986768243785086,10,10,10,8.18068068068068
Sort Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sort Merge Passes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opened_tables,0,0,0,0.11111111111111112,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.21555,0.21777142857142856,0.2207333333333333,0.22488000000000002,0.2311,0.12073333333333333,0,1.3305244483867391,1.4964459408903852,0.1933082706766917,0.24343358395989978,0.2,0.2,0.2,0.25731829573934833,0.20719298245614032,0.15706766917293233,0.1919531639262581,0.24177877428998507,0.2,0.7106027232679215,0.8107228674409293,0.7153075822603719,0.7153075822603719,0.5561735261401557,0.572819704997852,0.4757172180056327,0,0,0,0,0,0.17165956380045122,1.565757818765036,1.7862870890136324,1.8484763432237368,1.6279470729751402,1.4074178027265438,2,2,2,1.6361361361361362
table_open_cache_hits,279.11111111111114,280.8888888888889,293.11111111111114,552.5555555555555,821,1041.4444444444446,1375.888888888889,1305.3708000000001,1289.7512857142856,1273.6313333333333,1266.5241600000002,1255.1041,997.4988000000001,729.0471,2669.8081827253573,2591.7196657937398,921.3072180451127,1160.2044611528822,953.2,953.2,953.2,1226.378997493734,987.4817543859647,748.5845112781956,902.3718236173394,1136.6020179372197,940.2,1710.5628754505408,1951.5720865038045,2376.3948497854076,2376.3948497854076,2386.9855394883202,2399.828154088501,1993.017284834598,1683.6891891891894,1447.8783783783783,1212.0675675675675,1003.7783999999999,761.3783999999999,1700.287979443469,1700.6976744186045,1940.2325581395348,2007.7813953488371,1768.2465116279068,1528.7116279069767,408.6,408.6,408.6,334.2626126126126
table_open_cache_misses,0,0,0,0.11111111111111112,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.21555,0.21777142857142856,0.2207333333333333,0.22488000000000002,0.2311,0.12073333333333333,0,1.3305244483867391,1.4964459408903852,0.1933082706766917,0.24343358395989978,0.2,0.2,0.2,0.25731829573934833,0.20719298245614032,0.15706766917293233,0.1919531639262581,0.24177877428998507,0.2,0.7106027232679215,0.8107228674409293,0.7153075822603719,0.7153075822603719,0.5561735261401557,0.572819704997852,0.4757172180056327,0,0,0,0,0,0.17165956380045122,1.565757818765036,1.7862870890136324,1.8484763432237368,1.6279470729751402,1.4074178027265438,2,2,2,1.6361361361361362
table_open_cache_overflows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sort Scan,1.1111111111111112,1.1111111111111112,1,1.1111111111111112,0.888888888888889,1,1.1111111111111112,0.969975,0.8710857142857142,0.6622,0.5622,0.4622,0.36219999999999997,0.3933,1.1087703736556158,0.9976306272602569,0.3866165413533834,0.48686716791979956,0.4,0.4,0.4,0.5146365914786967,0.41438596491228064,0.31413533834586466,0.3839063278525162,0.48355754857997013,0.4,0.7106027232679215,0.8107228674409293,1.144492131616595,1.144492131616595,1.1123470522803114,1.145639409995704,0.9514344360112654,0.8933933933933934,0.7682682682682682,0.6431431431431431,0.4141,0.3141,0.8582978190022562,1.7080994386527668,1.9486768243785082,2.0165196471531672,1.7759422614274256,1.5353648757016842,1.4,1.4,1.4,1.1452952952952953
Slow Queries,3.3333333333333335,3.3333333333333335,3.1111111111111116,5.222222222222222,7.222222222222223,8.777777777777779,9.666666666666668,9.0531,8.928628571428572,8.498233333333333,8.32056,8.204049999999999,6.036666666666667,3.8019,16.520678567468675,17.0844244918319,6.959097744360902,8.763609022556391,7.2,7.2,7.2,9.26345864661654,7.45894736842105,5.654436090225564,6.910313901345292,8.704035874439462,7.2,10.51692030436524,11.998698438125752,15.736766809728184,15.736766809728184,15.906562847608452,15.32292710869254,12.725435581650675,12.32882882882883,10.602102102102101,8.875375375375375,6.832649999999999,5.182650000000001,11.844509902231135,21.208901363271853,24.196070569366476,25.03845228548516,22.051283079390537,19.064113873295913,16,16,16,13.08908908908909
Aborted Connects (attempts),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aborted Clients (timeout),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Table Locks Immediate,58.11111111111111,59.777777777777786,65.66666666666667,205.22222222222223,346.44444444444446,462.7777777777778,639.2222222222223,614.53305,615.8575999999999,615.0734333333332,620.44392,623.2767,494.2822666666667,361.7049,1320.6563920612039,1279.336575632872,450.4082706766917,567.2002506265665,466,466,466,599.5516290726816,482.7596491228069,365.96766917293235,444.1796213253613,559.4760837070255,462.8,844.3381557869443,963.300911093312,1176.967095851216,1176.967095851216,1180.7563959955505,1188.7440927967923,987.2321566661892,835.1441441441442,718.1771771771771,601.2102102102102,494.4354,375.0354,837.0120330910001,828.1435445068164,944.7834803528467,977.6759422614274,861.0360064153969,744.3960705693664,188.4,188.4,188.4,154.12402402402404
